Date,TBA Options | Front | 4.0 | ATM | Put | Premium,TBA Options | Front | 4.0 | ATM | Put | Price bpvol,TBA Options | Front | 4.0 | ATM | Put | Cvx-adj yield bpvol,TBA Options | Front | 4.0 | ATM | Put | Strike,TBA Options | Front | 4.0 | ATM | Put | TBA price,TBA Options | Front | 4.0 | ATM | Put | Price delta,TBA Options | Front | 4.0 | ATM | Put | Yield delta,TBA Options | Front | 4.0 | ATM | Put | Vega,TBA Options | Front | 4.0 | ATM | Put | Libor OAS,TBA Options | Front | 4.0 | ATM | Put | Model duration,TBA Options | Front | 4.0 | ATM | Put | Trader duration,TBA Options | Front | 4.0 | ATM | Put | Empirical duration,TBA Options | Front | 4.0 | ATM | Put | Expiry,TBA Options | Front | 4.0 | ATM | Put | Matched Swaption Price 10Y,TBA Options | Front | 4.0 | ATM | Put | Matched Swaption Price 7Y,TBA Options | Front | 4.0 | ATM | Put | Matched Swaption Price 5Y,TBA Options | Front | 4.0 | ATM | Call | Premium,TBA Options | Front | 4.0 | ATM | Call | Price bpvol,TBA Options | Front | 4.0 | ATM | Call | Cvx-adj yield bpvol,TBA Options | Front | 4.0 | ATM | Call | Strike,TBA Options | Front | 4.0 | ATM | Call | TBA price,TBA Options | Front | 4.0 | ATM | Call | Price delta,TBA Options | Front | 4.0 | ATM | Call | Yield delta,TBA Options | Front | 4.0 | ATM | Call | Vega,TBA Options | Front | 4.0 | ATM | Call | Libor OAS,TBA Options | Front | 4.0 | ATM | Call | Model duration,TBA Options | Front | 4.0 | ATM | Call | Trader duration,TBA Options | Front | 4.0 | ATM | Call | Empirical duration,TBA Options | Front | 4.0 | ATM | Call | Expiry,TBA Options | Front | 4.0 | ATM | Call | Matched Swaption Price 10Y,TBA Options | Front | 4.0 | ATM | Call | Matched Swaption Price 7Y,TBA Options | Front | 4.0 | ATM | Call | Matched Swaption Price 5Y
18-Sep-25,0.42431,4.94775,5.11017,94.66406,94.66406,-0.50697,-293.29623,0.6044,N/A,N/A,5.59391,6.75271,20251007,53.37089,40.01682,29.83315,0.42431,4.94775,5.11017,94.66406,94.66406,0.49084,283.95946,0.6044,N/A,N/A,5.59391,6.75271,20251007,53.37089,40.01682,29.83315
19-Sep-25,0.42633,5.17924,5.31939,94.5625,94.5625,-0.50684,-294.54706,0.5836,N/A,N/A,5.6493,6.62654,20251007,53.30311,40.11616,29.98733,0.42633,5.17924,5.31939,94.5625,94.5625,0.49109,285.3958,0.5836,N/A,N/A,5.6493,6.62654,20251007,53.30311,40.11616,29.98733
22-Sep-25,0.41094,5.22061,5.34702,94.41406,94.41406,-0.50682,-294.89235,0.55987,N/A,N/A,5.71091,6.75644,20251007,51.29216,38.62678,28.88737,0.41094,5.22061,5.34702,94.41406,94.41406,0.49145,285.9494,0.55987,N/A,N/A,5.71091,6.75644,20251007,51.29216,38.62678,28.88737
23-Sep-25,0.39276,5.22264,5.37815,94.59375,94.59375,-0.50681,-293.8519,0.5322,N/A,N/A,5.67941,6.59483,20251007,49.2517,37.0987,27.75269,0.39276,5.22264,5.37815,94.59375,94.59375,0.49157,285.01798,0.5322,N/A,N/A,5.67941,6.59483,20251007,49.2517,37.0987,27.75269
24-Sep-25,0.37427,5.25406,5.37801,94.4375,94.4375,-0.50645,-294.92785,0.50735,N/A,N/A,5.75474,6.5968,20251007,46.65201,35.11884,26.26006,0.37427,5.25406,5.37801,94.4375,94.4375,0.49205,286.54346,0.50735,N/A,N/A,5.75474,6.5968,20251007,46.65201,35.11884,26.26006
25-Sep-25,0.3591,5.35613,5.44428,94.26562,94.26562,-0.50602,-296.20696,0.48101,N/A,N/A,5.83019,6.6134,20251007,44.40804,33.26968,24.79388,0.3591,5.35613,5.44428,94.26562,94.26562,0.49259,288.34573,0.48101,N/A,N/A,5.83019,6.6134,20251007,44.40804,33.26968,24.79388
26-Sep-25,0.35831,5.71832,5.78903,94.17188,94.17188,-0.50571,-296.92733,0.45148,N/A,N/A,5.86307,6.64215,20251007,44.13576,33.25531,24.88448,0.35831,5.71832,5.78903,94.17188,94.17188,0.49302,289.47368,0.45148,N/A,N/A,5.86307,6.64215,20251007,44.13576,33.25531,24.88448
29-Sep-25,0.3341,5.74383,5.8533,94.39062,94.39062,-0.50563,-295.61747,0.41654,N/A,N/A,5.80942,6.59835,20251007,41.39156,31.22117,23.38119,0.3341,5.74383,5.8533,94.39062,94.39062,0.49344,288.48889,0.41654,N/A,N/A,5.80942,6.59835,20251007,41.39156,31.22117,23.38119
30-Sep-25,0.29796,5.61782,5.715,94.27344,94.27344,-0.50514,-295.47395,0.38088,N/A,N/A,5.84645,6.66288,20251007,36.91226,27.78095,20.77061,0.29796,5.61782,5.715,94.27344,94.27344,0.49405,288.98429,0.38088,N/A,N/A,5.84645,6.66288,20251007,36.91226,27.78095,20.77061
1-Oct-25,0.237,4.97949,5.1071,94.57031,94.57031,-0.50455,-293.65476,0.33926,N/A,N/A,5.78473,6.59109,20251007,29.58117,22.07605,16.40406,0.237,4.97949,5.1071,94.57031,94.57031,0.49475,287.95098,0.33926,N/A,N/A,5.78473,6.59109,20251007,29.58117,22.07605,16.40406
2-Oct-25,0.20066,4.85677,4.99727,94.78125,94.78125,-0.50397,-293.02192,0.29369,N/A,N/A,5.7284,6.63904,20251007,25.07675,18.71419,13.90716,0.20066,4.85677,4.99727,94.78125,94.78125,0.49546,288.07561,0.29369,N/A,N/A,5.7284,6.63904,20251007,25.07675,18.71419,13.90716
3-Oct-25,0.16081,4.77252,4.88742,94.66406,94.66406,-0.50316,-293.5774,0.24076,N/A,N/A,5.79173,6.5149,20251007,20.0005,14.93011,11.09735,0.16081,4.77252,4.88742,94.66406,94.66406,0.49638,289.62044,0.24076,N/A,N/A,5.79173,6.5149,20251007,20.0005,14.93011,11.09735
6-Oct-25,0.11567,4.86995,4.94232,94.33594,94.33594,-0.50227,-294.69716,0.17131,N/A,N/A,5.90523,6.51482,20251007,14.27714,10.66476,7.93046,0.11567,4.86995,4.94232,94.33594,94.33594,0.49761,291.9601,0.17131,N/A,N/A,5.90523,6.51482,20251007,14.27714,10.66476,7.93046
7-Oct-25,0.56214,5.17248,5.29873,94.50391,94.50391,-0.50687,-295.14873,0.77016,N/A,N/A,5.86666,6.08925,20251106,70.04484,52.59638,39.39257,0.56214,5.17248,5.29873,94.50391,94.50391,0.48971,285.15631,0.77016,N/A,N/A,5.86666,6.08925,20251106,70.04484,52.59638,39.39257
8-Oct-25,0.56097,5.28773,5.41371,94.51953,94.51953,-0.5068,-295.3213,0.75211,N/A,N/A,5.88025,5.96686,20251106,69.81694,52.38696,39.21337,0.56097,5.28773,5.41371,94.51953,94.51953,0.48991,285.47802,0.75211,N/A,N/A,5.88025,5.96686,20251106,69.81694,52.38696,39.21337
9-Oct-25,0.56851,5.50856,5.61944,94.32812,94.32812,-0.50682,-295.80213,0.73439,N/A,N/A,5.94818,6.15307,20251106,70.5904,53.02284,39.72103,0.56851,5.50856,5.61944,94.32812,94.32812,0.49,285.98727,0.73439,N/A,N/A,5.94818,6.15307,20251106,70.5904,53.02284,39.72103
10-Oct-25,0.60255,5.96607,6.20506,94.82812,94.82812,-0.50791,-292.30118,0.70373,N/A,N/A,5.7982,5.69733,20251106,76.23401,57.25733,42.8908,0.60255,5.96607,6.20506,94.82812,94.82812,0.48902,281.42983,0.70373,N/A,N/A,5.7982,5.69733,20251106,76.23401,57.25733,42.8908
14-Oct-25,0.53914,5.47822,5.70942,95.03906,95.03906,-0.5077,-292.22522,0.68537,N/A,N/A,5.74313,6.09185,20251106,68.27587,51.41055,38.57883,0.53914,5.47822,5.70942,95.03906,95.03906,0.48969,281.86063,0.68537,N/A,N/A,5.74313,6.09185,20251106,68.27587,51.41055,38.57883
15-Oct-25,0.49654,5.20319,5.39965,94.98438,94.98438,-0.50727,-293.06081,0.66828,N/A,N/A,5.79475,5.70981,20251106,62.59298,47.13168,35.3673,0.49654,5.20319,5.39965,94.98438,94.98438,0.49022,283.20847,0.66828,N/A,N/A,5.79475,5.70981,20251106,62.59298,47.13168,35.3673
16-Oct-25,0.51011,5.49372,5.78981,95.4375,95.4375,-0.50799,-290.36251,0.63976,N/A,N/A,5.68772,5.85136,20251106,65.24,49.61051,37.48614,0.51011,5.49372,5.78981,95.4375,95.4375,0.48961,279.85862,0.63976,N/A,N/A,5.68772,5.85136,20251106,65.24,49.61051,37.48614
17-Oct-25,0.50246,5.60344,5.87773,95.39062,95.39062,-0.50778,-291.4666,0.62101,N/A,N/A,5.75066,5.64357,20251106,63.88423,48.75725,36.93747,0.50246,5.60344,5.87773,95.39062,95.39062,0.48995,281.23013,0.62101,N/A,N/A,5.75066,5.64357,20251106,63.88423,48.75725,36.93747
20-Oct-25,0.45465,5.25034,5.52717,95.5625,95.5625,-0.50768,-290.88527,0.59824,N/A,N/A,5.71084,5.49748,20251106,57.95215,43.98181,33.18583,0.45465,5.25034,5.52717,95.5625,95.5625,0.4904,280.98474,0.59824,N/A,N/A,5.71084,5.49748,20251106,57.95215,43.98181,33.18583
21-Oct-25,0.43471,5.21599,5.51517,95.71875,95.71875,-0.50768,-290.0862,0.57346,N/A,N/A,5.67938,5.62544,20251106,55.61884,42.19359,31.82894,0.43471,5.21599,5.51517,95.71875,95.71875,0.49049,280.26522,0.57346,N/A,N/A,5.67938,5.62544,20251106,55.61884,42.19359,31.82894
22-Oct-25,0.4139,5.18481,5.47845,95.75,95.75,-0.50749,-290.26925,0.54993,N/A,N/A,5.67831,5.55935,20251106,52.89544,40.29272,30.48337,0.4139,5.18481,5.47845,95.75,95.75,0.4908,280.72648,0.54993,N/A,N/A,5.67831,5.55935,20251106,52.89544,40.29272,30.48337
23-Oct-25,0.37879,4.9907,5.2207,95.46875,95.46875,-0.50692,-292.00736,0.52873,N/A,N/A,5.67324,5.66928,20251106,47.95172,36.33842,27.39778,0.37879,4.9907,5.2207,95.46875,95.46875,0.49148,283.11775,0.52873,N/A,N/A,5.67324,5.66928,20251106,47.95172,36.33842,27.39778
24-Oct-25,0.35562,4.9343,5.15784,95.54688,95.54688,-0.5066,-292.28155,0.50276,N/A,N/A,5.65904,5.62184,20251106,44.92962,34.2056,25.8713,0.35562,4.9343,5.15784,95.54688,95.54688,0.49192,283.81121,0.50276,N/A,N/A,5.65904,5.62184,20251106,44.92962,34.2056,25.8713
27-Oct-25,0.3102,4.55862,4.76199,95.64844,95.64844,-0.50619,-292.55189,0.47536,N/A,N/A,5.62549,5.55428,20251106,39.0993,29.72756,22.46157,0.3102,4.55862,4.76199,95.64844,95.64844,0.49268,284.7405,0.47536,N/A,N/A,5.62549,5.55428,20251106,39.0993,29.72756,22.46157
28-Oct-25,0.29354,4.60587,4.82358,95.75781,95.75781,-0.50596,-292.00824,0.44425,N/A,N/A,5.57721,5.52184,20251106,37.06487,28.27063,21.40999,0.29354,4.60587,4.82358,95.75781,95.75781,0.49303,284.54661,0.44425,N/A,N/A,5.57721,5.52184,20251106,37.06487,28.27063,21.40999
29-Oct-25,0.2606,4.443,4.58274,95.17969,95.17969,-0.50521,-294.25698,0.41531,N/A,N/A,5.74278,6.03268,20251106,32.4821,24.65929,18.61699,0.2606,4.443,4.58274,95.17969,95.17969,0.49389,287.66709,0.41531,N/A,N/A,5.74278,6.03268,20251106,32.4821,24.65929,18.61699
30-Oct-25,0.24345,4.55824,4.66752,94.92969,94.92969,-0.50472,-295.34084,0.38128,N/A,N/A,5.84037,6.05662,20251106,30.15292,22.81969,17.1907,0.24345,4.55824,4.66752,94.92969,94.92969,0.4945,289.36336,0.38128,N/A,N/A,5.84037,6.05662,20251106,30.15292,22.81969,17.1907
31-Oct-25,0.21838,4.57456,4.6676,94.85156,94.85156,-0.50418,-295.83621,0.34213,N/A,N/A,5.8731,6.05127,20251106,26.9509,20.40447,15.37416,0.21838,4.57456,4.6676,94.85156,94.85156,0.49515,290.53363,0.34213,N/A,N/A,5.8731,6.05127,20251106,26.9509,20.40447,15.37416
3-Nov-25,0.18923,4.57977,4.66767,94.76562,94.76562,-0.50376,-295.65438,0.29656,N/A,N/A,5.90999,6.00455,20251106,23.34951,17.68232,13.32339,0.18923,4.57977,4.66767,94.76562,94.76562,0.4959,291.04159,0.29656,N/A,N/A,5.90999,6.00455,20251106,23.34951,17.68232,13.32339
4-Nov-25,0.15428,4.56499,4.66771,94.92188,94.92188,-0.50313,-294.8134,0.24186,N/A,N/A,5.8779,6.0867,20251106,19.08034,14.46022,10.90248,0.15428,4.56499,4.66771,94.92188,94.92188,0.49665,291.01297,0.24186,N/A,N/A,5.8779,6.0867,20251106,19.08034,14.46022,10.90248
5-Nov-25,0.10896,4.57954,4.63099,94.5,94.5,-0.5028,-296.57638,0.17222,N/A,N/A,6.01155,6.02414,20251106,13.34853,10.12134,7.63494,0.10896,4.57954,4.63099,94.5,94.5,0.49709,293.20991,0.17222,N/A,N/A,6.01155,6.02414,20251106,13.34853,10.12134,7.63494
6-Nov-25,0.535,5.29369,5.44185,94.89062,94.89062,-0.50929,-296.73031,0.71322,N/A,N/A,5.89746,6.08565,20251204,66.62812,50.66793,38.25986,0.535,5.29369,5.44185,94.89062,94.89062,0.48764,284.11697,0.71322,N/A,N/A,5.89746,6.08565,20251204,66.62812,50.66793,38.25986
7-Nov-25,0.53885,5.48606,5.63618,94.88672,94.88672,-0.50934,-296.92678,0.69359,N/A,N/A,5.93073,6.08411,20251204,67.06489,51.01264,38.52598,0.53885,5.48606,5.63618,94.88672,94.88672,0.4877,284.31223,0.69359,N/A,N/A,5.93073,6.08411,20251204,67.06489,51.01264,38.52598
10-Nov-25,0.52236,5.48478,5.61523,94.80469,94.80469,-0.50927,-297.66642,0.67514,N/A,N/A,5.96441,6.02099,20251204,64.76002,49.02741,36.90765,0.52236,5.48478,5.61523,94.80469,94.80469,0.48809,285.28873,0.67514,N/A,N/A,5.96441,6.02099,20251204,64.76002,49.02741,36.90765
12-Nov-25,0.50174,5.42912,5.58513,94.99219,94.99219,-0.50941,-296.90365,0.65215,N/A,N/A,6.12874,6.53515,20251204,62.47354,47.19594,35.47389,0.50174,5.42912,5.58513,94.99219,94.99219,0.48816,284.51802,0.65215,N/A,N/A,6.12874,6.53515,20251204,62.47354,47.19594,35.47389
13-Nov-25,0.47972,5.38802,5.50667,94.71875,94.71875,-0.50916,-297.84788,0.63309,N/A,N/A,6.1586,6.60398,20251204,59.43029,44.90493,33.75929,0.47972,5.38802,5.50667,94.71875,94.71875,0.48852,285.77295,0.63309,N/A,N/A,6.1586,6.60398,20251204,59.43029,44.90493,33.75929
14-Nov-25,0.48317,5.64355,5.73015,94.50781,94.50781,-0.50901,-299.05237,0.61284,N/A,N/A,6.22853,6.62801,20251204,59.50624,45.16856,34.06427,0.48317,5.64355,5.73015,94.50781,94.50781,0.48878,287.16259,0.61284,N/A,N/A,6.22853,6.62801,20251204,59.50624,45.16856,34.06427
17-Nov-25,0.46239,5.62132,5.71765,94.47656,94.47656,-0.50916,-298.51405,0.58796,N/A,N/A,6.2442,6.52788,20251204,57.11867,43.46944,32.83914,0.46239,5.62132,5.71765,94.47656,94.47656,0.48896,286.66772,0.58796,N/A,N/A,6.2442,6.52788,20251204,57.11867,43.46944,32.83914
18-Nov-25,0.46278,5.87024,5.98367,94.5625,94.5625,-0.5092,-298.16831,0.56234,N/A,N/A,6.21874,6.72651,20251204,57.28846,43.78741,33.17792,0.46278,5.87024,5.98367,94.5625,94.5625,0.48903,286.35464,0.56234,N/A,N/A,6.21874,6.72651,20251204,57.28846,43.78741,33.17792
19-Nov-25,0.41582,5.54013,5.62981,94.41406,94.41406,-0.50878,-298.37167,0.53767,N/A,N/A,6.24837,6.6834,20251204,51.36878,38.82561,29.18916,0.41582,5.54013,5.62981,94.41406,94.41406,0.48956,287.0999,0.53767,N/A,N/A,6.24837,6.6834,20251204,51.36878,38.82561,29.18916
20-Nov-25,0.37353,5.23659,5.34349,94.57031,94.57031,-0.50846,-297.44222,0.50939,N/A,N/A,6.20807,6.66512,20251204,46.32706,35.03433,26.3503,0.37353,5.23659,5.34349,94.57031,94.57031,0.48998,286.63031,0.50939,N/A,N/A,6.20807,6.66512,20251204,46.32706,35.03433,26.3503
21-Nov-25,0.35793,5.30338,5.45266,94.89844,94.89844,-0.50825,-296.10608,0.47851,N/A,N/A,6.12416,6.8115,20251204,44.66573,33.70816,25.31128,0.35793,5.30338,5.45266,94.89844,94.89844,0.4903,285.64466,0.47851,N/A,N/A,6.12416,6.8115,20251204,44.66573,33.70816,25.31128
24-Nov-25,0.3094,4.88955,5.0504,95.08594,95.08594,-0.50781,-295.06779,0.44701,N/A,N/A,6.05941,6.78915,20251204,38.74174,29.18593,21.88836,0.3094,4.88955,5.0504,95.08594,95.08594,0.49107,285.34235,0.44701,N/A,N/A,6.05941,6.78915,20251204,38.74174,29.18593,21.88836
25-Nov-25,0.30447,5.17788,4.86773,95.42969,95.42969,-0.50698,-324.83485,0.45679,N/A,N/A,5.97089,6.98668,20251204,34.62092,26.08228,19.55992,0.30447,5.17788,4.86773,95.42969,95.42969,0.49201,315.24524,0.45679,N/A,N/A,5.97089,6.98668,20251204,34.62092,26.08228,19.55992
26-Nov-25,0.27499,5.1235,4.81314,95.40625,95.40625,-0.50635,-324.5843,0.41745,N/A,N/A,5.98354,6.97917,20251204,31.23815,23.53036,17.64525,0.27499,5.1235,4.81314,95.40625,95.40625,0.49275,315.86749,0.41745,N/A,N/A,5.98354,6.97917,20251204,31.23815,23.53036,17.64525
28-Nov-25,0.244,5.08917,4.75852,95.26562,95.26562,-0.50564,-325.17662,0.37487,N/A,N/A,6.04083,6.94005,20251204,27.59308,20.79229,15.59695,0.244,5.08917,4.75852,95.26562,95.26562,0.49368,317.48114,0.37487,N/A,N/A,6.04083,6.94005,20251204,27.59308,20.79229,15.59695
1-Dec-25,0.2164,5.23607,4.83198,94.78906,94.78906,-0.50486,-327.31788,0.32756,N/A,N/A,6.00748,6.55302,20251204,24.18816,18.2423,13.69203,0.2164,5.23607,4.83198,94.78906,94.78906,0.49481,320.80556,0.32756,N/A,N/A,6.00748,6.55302,20251204,24.18816,18.2423,13.69203
2-Dec-25,0.17253,5.10228,4.72235,94.97656,94.97656,-0.50396,-326.42177,0.26733,N/A,N/A,6.00616,6.5735,20251204,19.31628,14.57052,10.93752,0.17253,5.10228,4.72235,94.97656,94.97656,0.49582,321.15295,0.26733,N/A,N/A,6.00616,6.5735,20251204,19.31628,14.57052,10.93752
3-Dec-25,0.11881,4.95727,4.61268,95.1875,95.1875,-0.5028,-324.65968,0.18853,N/A,N/A,5.94198,6.57676,20251204,13.36381,10.11779,7.61519,0.11881,4.95727,4.61268,95.1875,95.1875,0.49709,320.97119,0.18853,N/A,N/A,5.94198,6.57676,20251204,13.36381,10.11779,7.61519
4-Dec-25,0.61501,5.51439,5.10123,94.76953,94.76953,-0.50831,-328.68478,0.87498,N/A,N/A,6.0816,6.69382,20260107,68.92406,52.71637,39.908,0.61501,5.51439,5.10123,94.76953,94.76953,0.4881,315.6219,0.87498,N/A,N/A,6.0816,6.69382,20260107,68.92406,52.71637,39.908
5-Dec-25,0.61945,5.68807,5.23811,94.70703,94.70703,-0.50817,-329.87105,0.85855,N/A,N/A,6.13739,6.48312,20260107,69.0199,52.61521,39.74057,0.61945,5.68807,5.23811,94.70703,94.70703,0.48835,317.00197,0.85855,N/A,N/A,6.13739,6.48312,20260107,69.0199,52.61521,39.74057
8-Dec-25,0.61755,5.82549,5.32992,94.43359,94.43359,-0.50825,-331.11236,0.84153,N/A,N/A,6.23748,6.56027,20260107,68.43053,52.17624,39.42247,0.61755,5.82549,5.32992,94.43359,94.43359,0.4886,318.31431,0.84153,N/A,N/A,6.23748,6.56027,20260107,68.43053,52.17624,39.42247
9-Dec-25,0.61785,5.98919,5.46265,94.27344,94.27344,-0.50822,-331.56831,0.82156,N/A,N/A,6.2988,6.62304,20260107,68.28052,52.20728,39.52674,0.61785,5.98919,5.46265,94.27344,94.27344,0.48873,318.85307,0.82156,N/A,N/A,6.2988,6.62304,20260107,68.28052,52.20728,39.52674
10-Dec-25,0.57195,5.67808,5.19813,94.5625,94.5625,-0.50819,-331.32995,0.79985,N/A,N/A,6.25828,6.7887,20260107,63.29663,48.28174,36.49181,0.57195,5.67808,5.19813,94.5625,94.5625,0.4889,318.75621,0.79985,N/A,N/A,6.25828,6.7887,20260107,63.29663,48.28174,36.49181
11-Dec-25,0.55598,5.66999,5.21208,94.71094,94.71094,-0.50831,-330.56923,0.77553,N/A,N/A,6.22602,6.79769,20260107,61.79113,47.13214,35.62038,0.55598,5.66999,5.21208,94.71094,94.71094,0.48889,317.94248,0.77553,N/A,N/A,6.22602,6.79769,20260107,61.79113,47.13214,35.62038
12-Dec-25,0.54444,5.74673,5.23553,94.3125,94.3125,-0.50809,-331.99448,0.75647,N/A,N/A,6.35199,7.08969,20260107,60.10177,45.90135,34.7214,0.54444,5.74673,5.23553,94.3125,94.3125,0.48922,319.66319,0.75647,N/A,N/A,6.35199,7.08969,20260107,60.10177,45.90135,34.7214
15-Dec-25,0.51353,5.58545,5.10005,94.5,94.5,-0.50815,-331.94573,0.73277,N/A,N/A,6.32685,7.07575,20260107,56.73968,43.22005,32.63182,0.51353,5.58545,5.10005,94.5,94.5,0.48947,319.74299,0.73277,N/A,N/A,6.32685,7.07575,20260107,56.73968,43.22005,32.63182
16-Dec-25,0.3833,4.30627,4.03569,94.6875,94.6875,-0.50785,-323.87397,0.59695,N/A,N/A,6.2633,7.05832,20260107,50.38963,38.94251,29.69821,0.3833,4.30627,4.03569,94.6875,94.6875,0.48986,312.40344,0.59695,N/A,N/A,6.2633,7.05832,20260107,50.38963,38.94251,29.69821
17-Dec-25,0.34962,4.07681,3.81662,94.66406,94.66406,-0.50775,-324.06774,0.57621,N/A,N/A,6.27715,7.1687,20260107,45.91098,35.27283,26.78987,0.34962,4.07681,3.81662,94.66406,94.66406,0.49007,312.78921,0.57621,N/A,N/A,6.27715,7.1687,20260107,45.91098,35.27283,26.78987
18-Dec-25,0.32527,3.93625,3.70627,94.92969,94.92969,-0.50775,-323.11889,0.55218,N/A,N/A,6.2057,7.17569,20260107,42.9087,32.97232,25.04776,0.32527,3.93625,3.70627,94.92969,94.92969,0.49017,311.93142,0.55218,N/A,N/A,6.2057,7.17569,20260107,42.9087,32.97232,25.04776
19-Dec-25,0.35437,4.48452,4.20446,94.80469,94.80469,-0.50774,-324.06848,0.58308,N/A,N/A,6.26872,6.97778,20260107,42.3018,32.51561,24.706,0.35437,4.48452,4.20446,94.80469,94.80469,0.49029,312.93198,0.58308,N/A,N/A,6.26872,6.97778,20260107,42.3018,32.51561,24.706
22-Dec-25,0.32219,4.27785,4.0007,94.74219,94.74219,-0.50756,-324.54998,0.55719,N/A,N/A,6.30504,7.01768,20260107,38.3487,29.47012,22.38572,0.32219,4.27785,4.0007,94.74219,94.74219,0.49078,313.81882,0.55719,N/A,N/A,6.30504,7.01768,20260107,38.3487,29.47012,22.38572
23-Dec-25,0.30469,4.26377,3.98604,94.74219,94.74219,-0.50728,-324.49128,0.52867,N/A,N/A,6.3192,6.9793,20260107,36.23044,27.84883,21.16008,0.30469,4.26377,3.98604,94.74219,94.74219,0.49116,314.18297,0.52867,N/A,N/A,6.3192,6.9793,20260107,36.23044,27.84883,21.16008
24-Dec-25,0.27697,4.09745,3.85199,95.04688,95.04688,-0.50695,-323.51343,0.49813,N/A,N/A,6.23779,7.07888,20260107,33.05085,25.30201,19.17092,0.27697,4.09745,3.85199,95.04688,95.04688,0.4916,313.71634,0.49813,N/A,N/A,6.23779,7.07888,20260107,33.05085,25.30201,19.17092
26-Dec-25,0.26886,4.25299,3.99584,95.00781,95.00781,-0.50661,-323.35767,0.46614,N/A,N/A,6.26365,6.92298,20260107,32.09019,24.71149,18.80017,0.26886,4.25299,3.99584,95.00781,95.00781,0.49214,314.1217,0.46614,N/A,N/A,6.26365,6.92298,20260107,32.09019,24.71149,18.80017
29-Dec-25,0.24098,4.11375,3.87126,95.0625,95.0625,-0.5062,-322.75854,0.43138,N/A,N/A,6.24711,6.85654,20260107,28.81183,22.15939,16.84101,0.24098,4.11375,3.87126,95.0625,95.0625,0.49287,314.25807,0.43138,N/A,N/A,6.24711,6.85654,20260107,28.81183,22.15939,16.84101
30-Dec-25,0.22383,4.18592,3.93195,95.04688,95.04688,-0.50563,-322.93475,0.39428,N/A,N/A,6.24391,6.82249,20260107,26.69727,20.64462,15.75038,0.22383,4.18592,3.93195,95.04688,95.04688,0.49354,315.21427,0.39428,N/A,N/A,6.24391,6.82249,20260107,26.69727,20.64462,15.75038
31-Dec-25,0.1939,4.05839,3.80081,94.9375,94.9375,-0.50493,-323.08082,0.35387,N/A,N/A,6.30154,6.92688,20260107,23.05927,17.86405,13.64691,0.1939,4.05839,3.80081,94.9375,94.9375,0.49434,316.30435,0.35387,N/A,N/A,6.30154,6.92688,20260107,23.05927,17.86405,13.64691
2-Jan-26,0.18357,4.44687,4.14303,94.69531,94.69531,-0.50433,-323.5528,0.30724,N/A,N/A,6.388,6.88493,20260107,21.74367,16.97086,13.03228,0.18357,4.44687,4.14303,94.69531,94.69531,0.49516,317.66463,0.30724,N/A,N/A,6.388,6.88493,20260107,21.74367,16.97086,13.03228
5-Jan-26,0.14491,4.28945,4.01332,94.88281,94.88281,-0.50362,-322.36833,0.25034,N/A,N/A,6.34821,6.92452,20260107,17.22499,13.41371,10.28291,0.14491,4.28945,4.01332,94.88281,94.88281,0.49618,317.6026,0.25034,N/A,N/A,6.34821,6.92452,20260107,17.22499,13.41371,10.28291
6-Jan-26,0.09475,3.96851,3.70581,94.82031,94.82031,-0.50245,-322.03275,0.17748,N/A,N/A,6.37661,6.65859,20260107,11.24019,8.69056,6.62957,0.09475,3.96851,3.70581,94.82031,94.82031,0.49745,318.8296,0.17748,N/A,N/A,6.37661,6.65859,20260107,11.24019,8.69056,6.62957
7-Jan-26,0.50272,4.71828,4.43432,94.89453,94.89453,-0.50796,-323.73819,0.78217,N/A,N/A,6.33032,6.46173,20260205,60.11032,46.89536,36.038,0.50272,4.71828,4.43432,94.89453,94.89453,0.48908,311.7025,0.78217,N/A,N/A,6.33032,6.46173,20260205,60.11032,46.89536,36.038
8-Jan-26,0.49603,4.78699,4.47051,94.67578,94.67578,-0.5078,-324.93991,0.76595,N/A,N/A,6.41195,6.15099,20260205,58.95445,45.84442,35.15604,0.49603,4.78699,4.47051,94.67578,94.67578,0.48934,313.12792,0.76595,N/A,N/A,6.41195,6.15099,20260205,58.95445,45.84442,35.15604
9-Jan-26,0.46699,4.59021,4.32277,95.49219,95.49219,-0.50775,-324.97502,0.74601,N/A,N/A,6.18262,6.55374,20260205,55.4494,42.498,32.27036,0.46699,4.59021,4.32277,95.49219,95.49219,0.4895,313.29689,0.74601,N/A,N/A,6.18262,6.55374,20260205,55.4494,42.498,32.27036
12-Jan-26,0.4327,4.37006,4.11165,95.60156,95.60156,-0.50772,-325.63068,0.72683,N/A,N/A,6.22702,6.27818,20260205,51.22764,38.93181,29.3885,0.4327,4.37006,4.11165,95.60156,95.60156,0.48983,314.15702,0.72683,N/A,N/A,6.22702,6.27818,20260205,51.22764,38.93181,29.3885
13-Jan-26,0.40366,4.20151,3.95486,95.60938,95.60938,-0.5077,-325.49471,0.70523,N/A,N/A,6.24237,6.20641,20260205,47.84075,36.17988,27.21324,0.40366,4.20151,3.95486,95.60938,95.60938,0.48996,314.12011,0.70523,N/A,N/A,6.24237,6.20641,20260205,47.84075,36.17988,27.21324
